"","aka","date","page_number","partof_title"
"1","http://www.loc.gov/resource/sn83021194/1773-02-18/ed-1/?sp=1","1773-02-18",1,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"2","http://www.loc.gov/resource/sn84024741/1768-03-24/ed-1/?sp=1","1768-03-24",1,"the virginia gazette (williamsburg, va.) 1766-1776"
"3","http://www.loc.gov/resource/sn83021193/1772-02-20/ed-1/?sp=2","1772-02-20",2,"the massachusetts spy (boston [mass.]) 1770-1772"
"4","http://www.loc.gov/resource/sn84024741/1768-03-10/ed-1/?sp=1","1768-03-10",1,"the virginia gazette (williamsburg, va.) 1766-1776"
"5","http://www.loc.gov/resource/sn83025584/1780-08-12/ed-1/?sp=2","1780-08-12",2,"new-hampshire gazette, or, state journal and general advertiser (portsmouth, n.h.) 1778-1781"
"6","http://www.loc.gov/resource/sn83025584/1780-08-19/ed-1/?sp=2","1780-08-19",2,"new-hampshire gazette, or, state journal and general advertiser (portsmouth, n.h.) 1778-1781"
"7","http://www.loc.gov/resource/sn83025584/1780-08-12/ed-1/?sp=3","1780-08-12",3,"new-hampshire gazette, or, state journal and general advertiser (portsmouth, n.h.) 1778-1781"
"8","http://www.loc.gov/resource/sn84024742/1776-04-26/ed-1/?sp=5","1776-04-26",5,"the virginia gazette (williamsburg, va.) 1775-1780"
"9","http://www.loc.gov/resource/sn83021194/1773-11-26/ed-1/?sp=3","1773-11-26",3,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"10","http://www.loc.gov/resource/sn84024741/1768-03-03/ed-1/?sp=1","1768-03-03",1,"the virginia gazette (williamsburg, va.) 1766-1776"
"11","http://www.loc.gov/resource/sn84024742/1775-04-28/ed-1/?sp=7","1775-04-28",7,"the virginia gazette (williamsburg, va.) 1775-1780"
"12","http://www.loc.gov/resource/sn83021194/1773-10-07/ed-1/?sp=1","1773-10-07",1,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"13","http://www.loc.gov/resource/sn84020591/1765-09-21/ed-1/?sp=1","1765-09-21",1,"the constitutional courant (woodbridge, n.j.) 1765-1765"
"14","http://www.loc.gov/resource/sn84020591/1765-09-21/ed-2/?sp=1","1765-09-21",1,"the constitutional courant (woodbridge, n.j.) 1765-1765"
"15","http://www.loc.gov/resource/sn83025582/1775-03-24/ed-1/?sp=3","1775-03-24",3,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"16","http://www.loc.gov/resource/sn83025584/1778-07-07/ed-1/?sp=2","1778-07-07",2,"new-hampshire gazette, or, state journal and general advertiser (portsmouth, n.h.) 1778-1781"
"17","http://www.loc.gov/resource/sn83025583/1777-03-15/ed-1/?sp=2","1777-03-15",2,"the freeman's journal, or, new-hampshire gazette (portsmouth, n.h.) 1776-1778"
"18","http://www.loc.gov/resource/sn83025582/1766-04-11/ed-1/?sp=3","1766-04-11",3,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"19","http://www.loc.gov/resource/sn83025584/1780-09-16/ed-1/?sp=4","1780-09-16",4,"new-hampshire gazette, or, state journal and general advertiser (portsmouth, n.h.) 1778-1781"
"20","http://www.loc.gov/resource/sn83025894/1776-07-06/ed-1/?sp=1","1776-07-06",1,"the pennsylvania evening post (philadelphia, pa.) 1775-1781"
"21","http://www.loc.gov/resource/sn83025582/1774-09-30/ed-1/?sp=1","1774-09-30",1,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"22","http://www.loc.gov/resource/sn84026371/1776-07-10/ed-1/?sp=1","1776-07-10",1,"the pennsylvania gazette (philadelphia, pa.) 1729-1778"
"23","http://www.loc.gov/resource/sn84024739/1768-10-27/ed-1/?sp=4","1768-10-27",4,"the virginia gazette (williamsburg [va.]) 1736-1781"
"24","http://www.loc.gov/resource/sn83021194/1774-01-20/ed-1/?sp=3","1774-01-20",3,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"25","http://www.loc.gov/resource/sn83021194/1774-06-02/ed-1/?sp=3","1774-06-02",3,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"26","http://www.loc.gov/resource/sn83021193/1771-08-08/ed-1/?sp=1","1771-08-08",1,"the massachusetts spy (boston [mass.]) 1770-1772"
"27","http://www.loc.gov/resource/sn83021193/1771-05-30/ed-1/?sp=1","1771-05-30",1,"the massachusetts spy (boston [mass.]) 1770-1772"
"28","http://www.loc.gov/resource/sn84024741/1774-04-21/ed-1/?sp=2","1774-04-21",2,"the virginia gazette (williamsburg, va.) 1766-1776"
"29","http://www.loc.gov/resource/sn83021193/1771-08-22/ed-1/?sp=1","1771-08-22",1,"the massachusetts spy (boston [mass.]) 1770-1772"
"30","http://www.loc.gov/resource/sn84024742/1775-05-26/ed-1/?sp=5","1775-05-26",5,"the virginia gazette (williamsburg, va.) 1775-1780"
"31","http://www.loc.gov/resource/sn84024742/1776-10-25/ed-1/?sp=1","1776-10-25",1,"the virginia gazette (williamsburg, va.) 1775-1780"
"32","http://www.loc.gov/resource/sn83021194/1772-12-17/ed-1/?sp=3","1772-12-17",3,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"33","http://www.loc.gov/resource/sn84024739/1776-07-06/ed-1/?sp=4","1776-07-06",4,"the virginia gazette (williamsburg [va.]) 1736-1781"
"34","http://www.loc.gov/resource/sn84024742/1775-03-10/ed-1/?sp=5","1775-03-10",5,"the virginia gazette (williamsburg, va.) 1775-1780"
"35","http://www.loc.gov/resource/sn83021194/1773-03-25/ed-1/?sp=3","1773-03-25",3,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"36","http://www.loc.gov/resource/sn84024739/1776-07-20/ed-1/?sp=2","1776-07-20",2,"the virginia gazette (williamsburg [va.]) 1736-1781"
"37","http://www.loc.gov/resource/sn84024742/1776-03-15/ed-1/?sp=6","1776-03-15",6,"the virginia gazette (williamsburg, va.) 1775-1780"
"38","http://www.loc.gov/resource/sn83020482/1776-07-18/ed-1/?sp=1","1776-07-18",1,"the new-england chronicle (boston [mass.]) 1776-1776"
"39","http://www.loc.gov/resource/sn83025582/1767-04-24/ed-1/?sp=1","1767-04-24",1,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"40","http://www.loc.gov/resource/sn83025583/1777-04-12/ed-1/?sp=1","1777-04-12",1,"the freeman's journal, or, new-hampshire gazette (portsmouth, n.h.) 1776-1778"
"41","http://www.loc.gov/resource/sn83025585/1782-02-23/ed-1/?sp=1","1782-02-23",1,"the new-hampshire gazette and general advertiser (portsmouth [n.h.]) 1781-1784"
"42","http://www.loc.gov/resource/sn83025583/1777-01-28/ed-1/?sp=1","1777-01-28",1,"the freeman's journal, or, new-hampshire gazette (portsmouth, n.h.) 1776-1778"
"43","http://www.loc.gov/resource/sn83025584/1780-08-19/ed-1/?sp=4","1780-08-19",4,"new-hampshire gazette, or, state journal and general advertiser (portsmouth, n.h.) 1778-1781"
"44","http://www.loc.gov/resource/sn83021292/1776-07-22/ed-1/?sp=1","1776-07-22",1,"the boston gazette, or, country journal (boston [mass.]) 1755-1793"
"45","http://www.loc.gov/resource/sn83020452/1776-07-19/ed-1/?sp=1","1776-07-19",1,"the essex journal, and new-hampshire packet (newbury-port [mass.]) 1775-1776"
"46","http://www.loc.gov/resource/sn83021194/1773-02-04/ed-1/?sp=2","1773-02-04",2,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"47","http://www.loc.gov/resource/sn83025582/1775-07-04/ed-1/?sp=1","1775-07-04",1,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"48","http://www.loc.gov/resource/sn83025584/1780-08-19/ed-1/?sp=1","1780-08-19",1,"new-hampshire gazette, or, state journal and general advertiser (portsmouth, n.h.) 1778-1781"
"49","http://www.loc.gov/resource/sn83025582/1767-05-01/ed-1/?sp=1","1767-05-01",1,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"50","http://www.loc.gov/resource/sn84024742/1775-02-03/ed-1/?sp=3","1775-02-03",3,"the virginia gazette (williamsburg, va.) 1775-1780"
"51","http://www.loc.gov/resource/sn84024739/1767-10-01/ed-1/?sp=1","1767-10-01",1,"the virginia gazette (williamsburg [va.]) 1736-1781"
"52","http://www.loc.gov/resource/sn83021194/1774-03-17/ed-1/?sp=2","1774-03-17",2,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"53","http://www.loc.gov/resource/sn83025584/1780-07-15/ed-1/?sp=1","1780-07-15",1,"new-hampshire gazette, or, state journal and general advertiser (portsmouth, n.h.) 1778-1781"
"54","http://www.loc.gov/resource/sn83025583/1776-11-26/ed-1/?sp=2","1776-11-26",2,"the freeman's journal, or, new-hampshire gazette (portsmouth, n.h.) 1776-1778"
"55","http://www.loc.gov/resource/sn83021183/1778-02-19/ed-1/?sp=4","1778-02-19",4,"the newport gazette (newport [r.i.]) 1777-1779"
"56","http://www.loc.gov/resource/sn83025583/1776-10-29/ed-1/?sp=4","1776-10-29",4,"the freeman's journal, or, new-hampshire gazette (portsmouth, n.h.) 1776-1778"
"57","http://www.loc.gov/resource/sn83025582/1769-03-17/ed-1/?sp=1","1769-03-17",1,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"58","http://www.loc.gov/resource/sn83021194/1774-10-13/ed-1/?sp=1","1774-10-13",1,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"59","http://www.loc.gov/resource/sn83021194/1774-12-29/ed-1/?sp=2","1774-12-29",2,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"60","http://www.loc.gov/resource/sn83021183/1777-10-23/ed-1/?sp=3","1777-10-23",3,"the newport gazette (newport [r.i.]) 1777-1779"
"61","http://www.loc.gov/resource/sn83025583/1776-08-24/ed-1/?sp=3","1776-08-24",3,"the freeman's journal, or, new-hampshire gazette (portsmouth, n.h.) 1776-1778"
"62","http://www.loc.gov/resource/sn83025582/1765-08-30/ed-1/?sp=1","1765-08-30",1,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"63","http://www.loc.gov/resource/sn83025582/1765-11-15/ed-1/?sp=2","1765-11-15",2,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"64","http://www.loc.gov/resource/sn83025582/1774-08-19/ed-1/?sp=4","1774-08-19",4,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"65","http://www.loc.gov/resource/sn84024741/1768-03-31/ed-1/?sp=1","1768-03-31",1,"the virginia gazette (williamsburg, va.) 1766-1776"
"66","http://www.loc.gov/resource/sn83025898/1776-07-13/ed-1/?sp=2","1776-07-13",2,"the pennsylvania ledger, or, the virginia, maryland, pennsylvania, & new-jersey weekly advertiser (philadelphia, pa.) 1775-1776"
"67","http://www.loc.gov/resource/sn83025582/1768-09-23/ed-1/?sp=1","1768-09-23",1,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"68","http://www.loc.gov/resource/sn83025582/1774-12-23/ed-1/?sp=1","1774-12-23",1,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"69","http://www.loc.gov/resource/sn83025582/1774-09-16/ed-1/?sp=1","1774-09-16",1,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"70","http://www.loc.gov/resource/sn84024741/1769-05-04/ed-1/?sp=1","1769-05-04",1,"the virginia gazette (williamsburg, va.) 1766-1776"
"71","http://www.loc.gov/resource/sn84024741/1772-03-12/ed-1/?sp=1","1772-03-12",1,"the virginia gazette (williamsburg, va.) 1766-1776"
"72","http://www.loc.gov/resource/sn84024741/1774-06-23/ed-1/?sp=1","1774-06-23",1,"the virginia gazette (williamsburg, va.) 1766-1776"
"73","http://www.loc.gov/resource/sn82016139/1776-07-15/ed-1/?sp=2","1776-07-15",2,"the connecticut courant and hartford weekly intelligencer (hartford, conn.) 1774-1778"
"74","http://www.loc.gov/resource/sn83021194/1774-01-20/ed-1/?sp=2","1774-01-20",2,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"75","http://www.loc.gov/resource/sn83025581/1760-04-25/ed-1/?sp=2","1760-04-25",2,"the new hampshire gazette (portsmouth, n.h.) 1756-1763"
"76","http://www.loc.gov/resource/sn83025582/1773-06-11/ed-1/?sp=4","1773-06-11",4,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"77","http://www.loc.gov/resource/sn83021194/1773-10-14/ed-1/?sp=1","1773-10-14",1,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"78","http://www.loc.gov/resource/sn83021193/1772-01-09/ed-1/?sp=1","1772-01-09",1,"the massachusetts spy (boston [mass.]) 1770-1772"
"79","http://www.loc.gov/resource/sn84024739/1775-03-11/ed-1/?sp=1","1775-03-11",1,"the virginia gazette (williamsburg [va.]) 1736-1781"
"80","http://www.loc.gov/resource/sn84024741/1773-11-18/ed-1/?sp=2","1773-11-18",2,"the virginia gazette (williamsburg, va.) 1766-1776"
"81","http://www.loc.gov/resource/sn84024739/1775-06-17/ed-1/?sp=1","1775-06-17",1,"the virginia gazette (williamsburg [va.]) 1736-1781"
"82","http://www.loc.gov/resource/sn84024741/1769-04-27/ed-1/?sp=1","1769-04-27",1,"the virginia gazette (williamsburg, va.) 1766-1776"
"83","http://www.loc.gov/resource/sn83021194/1774-07-16/ed-1/?sp=2","1774-07-16",2,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"84","http://www.loc.gov/resource/sn83021194/1774-05-19/ed-1/?sp=2","1774-05-19",2,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"85","http://www.loc.gov/resource/sn83025582/1774-05-20/ed-1/?sp=4","1774-05-20",4,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"86","http://www.loc.gov/resource/sn83025582/1772-10-09/ed-1/?sp=2","1772-10-09",2,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"87","http://www.loc.gov/resource/sn83025582/1770-09-21/ed-1/?sp=3","1770-09-21",3,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"88","http://www.loc.gov/resource/sn83021193/1771-10-24/ed-1/?sp=1","1771-10-24",1,"the massachusetts spy (boston [mass.]) 1770-1772"
"89","http://www.loc.gov/resource/sn83021193/1772-02-20/ed-1/?sp=3","1772-02-20",3,"the massachusetts spy (boston [mass.]) 1770-1772"
"90","http://www.loc.gov/resource/sn83021194/1773-09-16/ed-1/?sp=1","1773-09-16",1,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"91","http://www.loc.gov/resource/sn83021193/1772-05-21/ed-1/?sp=1","1772-05-21",1,"the massachusetts spy (boston [mass.]) 1770-1772"
"92","http://www.loc.gov/resource/sn83021194/1773-04-08/ed-1/?sp=1","1773-04-08",1,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"93","http://www.loc.gov/resource/sn83021193/1772-03-05/ed-1/?sp=1","1772-03-05",1,"the massachusetts spy (boston [mass.]) 1770-1772"
"94","http://www.loc.gov/resource/sn84024739/1775-05-27/ed-1/?sp=1","1775-05-27",1,"the virginia gazette (williamsburg [va.]) 1736-1781"
"95","http://www.loc.gov/resource/sn84024739/1775-12-16/ed-1/?sp=2","1775-12-16",2,"the virginia gazette (williamsburg [va.]) 1736-1781"
"96","http://www.loc.gov/resource/sn84024739/1775-12-30/ed-1/?sp=2","1775-12-30",2,"the virginia gazette (williamsburg [va.]) 1736-1781"
"97","http://www.loc.gov/resource/sn84024739/1776-05-18/ed-1/?sp=2","1776-05-18",2,"the virginia gazette (williamsburg [va.]) 1736-1781"
"98","http://www.loc.gov/resource/sn84024739/1768-09-22/ed-1/?sp=1","1768-09-22",1,"the virginia gazette (williamsburg [va.]) 1736-1781"
"99","http://www.loc.gov/resource/sn85047530/1774-07-27/ed-1/?sp=1","1774-07-27",1,"the pennsylvania journal, or, weekly advertiser (philadelphia, pa.) 1742-1793"
"100","http://www.loc.gov/resource/sn83025582/1774-05-27/ed-1/?sp=4","1774-05-27",4,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"101","http://www.loc.gov/resource/sn83025582/1770-12-07/ed-1/?sp=1","1770-12-07",1,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"102","http://www.loc.gov/resource/sn83021194/1773-08-19/ed-1/?sp=3","1773-08-19",3,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"103","http://www.loc.gov/resource/sn83021193/1772-04-23/ed-1/?sp=2","1772-04-23",2,"the massachusetts spy (boston [mass.]) 1770-1772"
"104","http://www.loc.gov/resource/sn83021193/1771-08-29/ed-1/?sp=3","1771-08-29",3,"the massachusetts spy (boston [mass.]) 1770-1772"
"105","http://www.loc.gov/resource/sn83021194/1774-07-15/ed-1/?sp=3","1774-07-15",3,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"106","http://www.loc.gov/resource/sn83021194/1774-05-26/ed-1/?sp=2","1774-05-26",2,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"107","http://www.loc.gov/resource/sn84024741/1774-12-22/ed-1/?sp=2","1774-12-22",2,"the virginia gazette (williamsburg, va.) 1766-1776"
"108","http://www.loc.gov/resource/sn83025582/1770-08-17/ed-1/?sp=2","1770-08-17",2,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"109","http://www.loc.gov/resource/sn83025582/1774-07-08/ed-1/?sp=2","1774-07-08",2,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"110","http://www.loc.gov/resource/sn83021193/1771-12-26/ed-1/?sp=2","1771-12-26",2,"the massachusetts spy (boston [mass.]) 1770-1772"
"111","http://www.loc.gov/resource/sn83021193/1772-01-02/ed-1/?sp=2","1772-01-02",2,"the massachusetts spy (boston [mass.]) 1770-1772"
"112","http://www.loc.gov/resource/sn83021193/1772-07-30/ed-1/?sp=2","1772-07-30",2,"the massachusetts spy (boston [mass.]) 1770-1772"
"113","http://www.loc.gov/resource/sn83021193/1772-07-30/ed-1/?sp=3","1772-07-30",3,"the massachusetts spy (boston [mass.]) 1770-1772"
"114","http://www.loc.gov/resource/sn84024741/1768-03-24/ed-1/?sp=2","1768-03-24",2,"the virginia gazette (williamsburg, va.) 1766-1776"
"115","http://www.loc.gov/resource/sn84024739/1775-10-28/ed-1/?sp=2","1775-10-28",2,"the virginia gazette (williamsburg [va.]) 1736-1781"
"116","http://www.loc.gov/resource/sn83025582/1775-08-22/ed-1/?sp=1","1775-08-22",1,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"117","http://www.loc.gov/resource/sn83025582/1775-07-18/ed-1/?sp=1","1775-07-18",1,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"118","http://www.loc.gov/resource/sn83025582/1774-08-19/ed-1/?sp=2","1774-08-19",2,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"119","http://www.loc.gov/resource/sn83021194/1773-09-02/ed-1/?sp=3","1773-09-02",3,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"120","http://www.loc.gov/resource/sn83021194/1773-11-11/ed-1/?sp=2","1773-11-11",2,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"121","http://www.loc.gov/resource/sn83021193/1772-05-14/ed-1/?sp=2","1772-05-14",2,"the massachusetts spy (boston [mass.]) 1770-1772"
"122","http://www.loc.gov/resource/sn85047530/1775-12-27/ed-1/?sp=2","1775-12-27",2,"the pennsylvania journal, or, weekly advertiser (philadelphia, pa.) 1742-1793"
"123","http://www.loc.gov/resource/sn83025582/1771-05-17/ed-1/?sp=2","1771-05-17",2,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"124","http://www.loc.gov/resource/sn84024739/1773-08-26/ed-1/?sp=1","1773-08-26",1,"the virginia gazette (williamsburg [va.]) 1736-1781"
"125","http://www.loc.gov/resource/sn83025581/1756-10-28/ed-1/?sp=1","1756-10-28",1,"the new hampshire gazette (portsmouth, n.h.) 1756-1763"
"126","http://www.loc.gov/resource/sn83021194/1773-01-21/ed-1/?sp=6","1773-01-21",6,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"127","http://www.loc.gov/resource/sn83020494/1776-07-16/ed-1/?sp=1","1776-07-16",1,"the american gazette, or, the constitutional journal (salem, mass.) 1776-1776"
"128","http://www.loc.gov/resource/sn83021194/1774-03-10/ed-1/?sp=1","1774-03-10",1,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"129","http://www.loc.gov/resource/sn83021194/1774-10-20/ed-1/?sp=1","1774-10-20",1,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"130","http://www.loc.gov/resource/sn83021194/1774-10-27/ed-1/?sp=1","1774-10-27",1,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"131","http://www.loc.gov/resource/sn83021193/1770-12-24/ed-1/?sp=1","1770-12-24",1,"the massachusetts spy (boston [mass.]) 1770-1772"
"132","http://www.loc.gov/resource/sn84024739/1776-09-07/ed-1/?sp=4","1776-09-07",4,"the virginia gazette (williamsburg [va.]) 1736-1781"
"133","http://www.loc.gov/resource/sn84024739/1737-05-13/ed-1/?sp=1","1737-05-13",1,"the virginia gazette (williamsburg [va.]) 1736-1781"
"134","http://www.loc.gov/resource/sn84024739/1746-01-09/ed-1/?sp=1","1746-01-09",1,"the virginia gazette (williamsburg [va.]) 1736-1781"
"135","http://www.loc.gov/resource/sn84024742/1775-10-13/ed-1/?sp=5","1775-10-13",5,"the virginia gazette (williamsburg, va.) 1775-1780"
"136","http://www.loc.gov/resource/sn84024742/1775-10-20/ed-1/?sp=5","1775-10-20",5,"the virginia gazette (williamsburg, va.) 1775-1780"
"137","http://www.loc.gov/resource/sn84024739/1774-10-06/ed-1/?sp=2","1774-10-06",2,"the virginia gazette (williamsburg [va.]) 1736-1781"
"138","http://www.loc.gov/resource/sn84024741/1774-10-06/ed-1/?sp=2","1774-10-06",2,"the virginia gazette (williamsburg, va.) 1766-1776"
"139","http://www.loc.gov/resource/sn84024739/1771-06-06/ed-1/?sp=2","1771-06-06",2,"the virginia gazette (williamsburg [va.]) 1736-1781"
"140","http://www.loc.gov/resource/sn83025583/1777-04-26/ed-1/?sp=1","1777-04-26",1,"the freeman's journal, or, new-hampshire gazette (portsmouth, n.h.) 1776-1778"
"141","http://www.loc.gov/resource/sn84024739/1776-07-06/ed-1/?sp=2","1776-07-06",2,"the virginia gazette (williamsburg [va.]) 1736-1781"
"142","http://www.loc.gov/resource/sn84024739/1776-07-06/ed-2/?sp=2","1776-07-06",2,"the virginia gazette (williamsburg [va.]) 1736-1781"
"143","http://www.loc.gov/resource/sn84024739/1751-06-06/ed-1/?sp=1","1751-06-06",1,"the virginia gazette (williamsburg [va.]) 1736-1781"
"144","http://www.loc.gov/resource/sn83021193/1770-11-05/ed-1/?sp=2","1770-11-05",2,"the massachusetts spy (boston [mass.]) 1770-1772"
"145","http://www.loc.gov/resource/sn83021193/1770-11-19/ed-1/?sp=1","1770-11-19",1,"the massachusetts spy (boston [mass.]) 1770-1772"
"146","http://www.loc.gov/resource/sn83021193/1770-12-17/ed-1/?sp=1","1770-12-17",1,"the massachusetts spy (boston [mass.]) 1770-1772"
"147","http://www.loc.gov/resource/sn83021193/1771-01-07/ed-1/?sp=2","1771-01-07",2,"the massachusetts spy (boston [mass.]) 1770-1772"
"148","http://www.loc.gov/resource/sn83021194/1774-03-24/ed-1/?sp=2","1774-03-24",2,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"149","http://www.loc.gov/resource/sn83021194/1774-09-22/ed-1/?sp=1","1774-09-22",1,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"150","http://www.loc.gov/resource/sn83025583/1776-09-28/ed-1/?sp=1","1776-09-28",1,"the freeman's journal, or, new-hampshire gazette (portsmouth, n.h.) 1776-1778"
"151","http://www.loc.gov/resource/sn83025583/1776-07-20/ed-1/?sp=3","1776-07-20",3,"the freeman's journal, or, new-hampshire gazette (portsmouth, n.h.) 1776-1778"
"152","http://www.loc.gov/resource/sn84024739/1777-02-07/ed-1/?sp=2","1777-02-07",2,"the virginia gazette (williamsburg [va.]) 1736-1781"
"153","http://www.loc.gov/resource/sn84024742/1776-07-26/ed-1/?sp=1","1776-07-26",1,"the virginia gazette (williamsburg, va.) 1775-1780"
"154","http://www.loc.gov/resource/sn84024739/1776-09-27/ed-1/?sp=1","1776-09-27",1,"the virginia gazette (williamsburg [va.]) 1736-1781"
"155","http://www.loc.gov/resource/sn84024739/1776-08-24/ed-1/?sp=7","1776-08-24",7,"the virginia gazette (williamsburg [va.]) 1736-1781"
"156","http://www.loc.gov/resource/sn84024739/1737-03-04/ed-1/?sp=3","1737-03-04",3,"the virginia gazette (williamsburg [va.]) 1736-1781"
"157","http://www.loc.gov/resource/sn84024739/1776-08-10/ed-1/?sp=1","1776-08-10",1,"the virginia gazette (williamsburg [va.]) 1736-1781"
"158","http://www.loc.gov/resource/sn84024742/1776-07-26/ed-2/?sp=1","1776-07-26",1,"the virginia gazette (williamsburg, va.) 1775-1780"
"159","http://www.loc.gov/resource/sn83021183/1779-03-25/ed-1/?sp=1","1779-03-25",1,"the newport gazette (newport [r.i.]) 1777-1779"
"160","http://www.loc.gov/resource/sn83025583/1776-07-20/ed-1/?sp=1","1776-07-20",1,"the freeman's journal, or, new-hampshire gazette (portsmouth, n.h.) 1776-1778"
"161","http://www.loc.gov/resource/sn83025583/1776-07-13/ed-1/?sp=1","1776-07-13",1,"the freeman's journal, or, new-hampshire gazette (portsmouth, n.h.) 1776-1778"
"162","http://www.loc.gov/resource/sn84024739/1777-02-14/ed-1/?sp=1","1777-02-14",1,"the virginia gazette (williamsburg [va.]) 1736-1781"
"163","http://www.loc.gov/resource/sn84024739/1776-07-06/ed-2/?sp=4","1776-07-06",4,"the virginia gazette (williamsburg [va.]) 1736-1781"
"164","http://www.loc.gov/resource/sn84024742/1776-01-19/ed-1/?sp=1","1776-01-19",1,"the virginia gazette (williamsburg, va.) 1775-1780"
"165","http://www.loc.gov/resource/sn84024739/1737-07-22/ed-1/?sp=2","1737-07-22",2,"the virginia gazette (williamsburg [va.]) 1736-1781"
"166","http://www.loc.gov/resource/sn83021194/1774-06-23/ed-1/?sp=3","1774-06-23",3,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"167","http://www.loc.gov/resource/sn83021194/1774-06-02/ed-1/?sp=2","1774-06-02",2,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"168","http://www.loc.gov/resource/sn83025584/1779-08-03/ed-1/?sp=1","1779-08-03",1,"new-hampshire gazette, or, state journal and general advertiser (portsmouth, n.h.) 1778-1781"
"169","http://www.loc.gov/resource/sn83025585/1782-10-05/ed-1/?sp=1","1782-10-05",1,"the new-hampshire gazette and general advertiser (portsmouth [n.h.]) 1781-1784"
"170","http://www.loc.gov/resource/sn83025583/1776-06-29/ed-1/?sp=1","1776-06-29",1,"the freeman's journal, or, new-hampshire gazette (portsmouth, n.h.) 1776-1778"
"171","http://www.loc.gov/resource/sn83025584/1779-02-02/ed-1/?sp=1","1779-02-02",1,"new-hampshire gazette, or, state journal and general advertiser (portsmouth, n.h.) 1778-1781"
